,,BTU5,,,CP1,,,BTU1,,,BTU2,,,BTU3,,,,,,,,,,,BTU4,,,,,,,,,,,P-HP4,,,,HEX-1,,,Hybrid Switch,,
Day,Hour,EWT,F1,T1,EWT,Flow,T2,EWT,Flow,T3,EWT,Flow,LWT,EWT,Flow,Heating Load,COP,HE,Heating DeltaT,Cooling Load,EER,HR,Cooling DeltaT,LWT,EWT,Flow,Heating Load,COP,HE,Heating DeltaT,Cooling Load,EER,HR,Cooling DeltaT,LWT,Ambient Temp,EWT,Flow,LWT,EWT,Flow,LWT,EWT,Flow,LWT
3,59,41.91,1354.12,44.41,50.00,0.00,50.00,50.00,0.00,78.00,43.42,1354.12,43.74,43.74,866.64,-3171201.15,3.81,-2339846.69,-5.83,1121214.12,27.23,1261682.95,3.14,41.05,43.74,487.48,-486360.10,3.81,-358857.11,-1.59,171958.13,27.23,193501.52,0.86,43.01,22.00,50.00,0.00,50.00,50.00,0.00,50.00,43.74,487.48,43.74
3,60,41.75,1401.11,44.18,50.00,0.00,50.00,50.00,0.00,78.00,44.41,1401.11,44.73,44.73,896.71,-3060478.66,3.87,-2269467.27,-5.47,1372012.91,26.93,1545858.11,3.72,42.99,44.73,504.40,-469378.84,3.87,-348063.17,-1.49,210422.59,26.93,237084.84,1.02,44.26,23.00,50.00,0.00,50.00,50.00,0.00,50.00,44.73,504.40,44.73
3,61,43.45,1385.84,45.69,50.00,0.00,50.00,50.00,0.00,78.00,44.18,1385.84,44.50,44.50,886.94,-2981601.61,3.86,-2208405.25,-5.38,1405365.46,27.00,1582960.25,3.85,42.98,44.50,498.90,-457281.64,3.86,-338698.23,-1.47,215537.79,27.00,242775.11,1.05,44.08,25.00,50.00,0.00,50.00,50.00,0.00,50.00,44.50,498.90,44.50
3,62,43.37,1390.29,45.62,50.00,0.00,50.00,50.00,0.00,78.00,45.69,1390.29,46.01,46.01,889.79,-2895221.96,3.94,-2160194.88,-5.24,1505021.87,26.54,1698538.98,4.12,44.89,46.01,500.50,-444033.79,3.94,-331304.31,-1.43,230821.88,26.54,260501.17,1.12,45.70,26.00,50.00,0.00,50.00,50.00,0.00,50.00,46.01,500.50,46.01
3,63,45.18,1361.41,47.21,50.00,0.00,50.00,50.00,0.00,78.00,45.62,1361.41,45.94,45.94,871.30,-2819370.18,3.93,-2102882.71,-5.21,1494775.79,26.56,1686815.22,4.18,44.91,45.94,490.11,-432400.57,3.93,-322514.47,-1.42,229250.46,26.56,258703.12,1.14,45.66,28.00,50.00,0.00,50.00,50.00,0.00,50.00,45.94,490.11,45.94
3,64,45.18,1333.85,47.25,50.00,0.00,50.00,50.00,0.00,78.00,47.21,1333.85,47.53,47.53,853.66,-2786410.40,4.02,-2093685.51,-5.30,1445569.78,26.07,1634783.40,4.14,46.37,47.53,480.19,-427345.60,4.02,-321103.92,-1.44,221703.84,26.07,250723.11,1.13,47.21,28.00,50.00,0.00,50.00,50.00,0.00,50.00,47.53,480.19,47.53
3,65,46.67,1243.21,48.42,50.00,0.00,50.00,50.00,0.00,78.00,47.25,1243.21,47.57,47.57,795.65,-2682276.01,4.02,-2015769.93,-5.47,1279493.09,26.06,1447040.48,3.93,46.02,47.57,447.56,-411374.74,4.02,-309154.17,-1.49,196233.03,26.06,221929.40,1.07,47.15,28.00,50.00,0.00,50.00,50.00,0.00,50.00,47.57,447.56,47.57
3,66,46.43,1142.26,48.37,50.00,0.00,50.00,50.00,0.00,78.00,48.42,1142.26,48.73,48.73,731.05,-2703656.66,4.09,-2042333.38,-6.03,957172.23,25.70,1084261.17,3.20,45.90,48.73,411.21,-414653.84,4.09,-313228.15,-1.65,146799.39,25.70,166290.74,0.87,47.96,27.00,50.00,0.00,50.00,50.00,0.00,50.00,48.73,411.21,48.73
3,67,46.64,1255.96,48.38,50.00,0.00,50.00,50.00,0.00,78.00,48.37,1255.96,48.69,48.69,803.81,-2789382.13,4.09,-2106701.50,-5.66,1210393.07,25.71,1371021.84,3.68,46.71,48.69,452.14,-427801.37,4.09,-323100.15,-1.54,185635.31,25.71,210270.59,1.00,48.15,26.00,50.00,0.00,50.00,50.00,0.00,50.00,48.69,452.14,48.69
3,68,47.23,1203.77,48.84,50.00,0.00,50.00,50.00,0.00,78.00,48.38,1203.77,48.70,48.70,770.41,-2697293.34,4.09,-2037220.44,-5.71,1146900.85,25.71,1299118.04,3.64,46.63,48.70,433.36,-413677.91,4.09,-312443.99,-1.56,175897.65,25.71,199242.86,0.99,48.13,25.00,50.00,0.00,50.00,50.00,0.00,50.00,48.70,433.36,48.70
3,69,47.17,1159.22,48.85,50.00,0.00,50.00,50.00,0.00,78.00,48.84,1159.22,49.16,49.16,741.90,-2747990.09,4.11,-2079613.15,-6.05,963397.91,25.57,1091964.68,3.18,46.28,49.16,417.32,-421453.16,4.11,-318945.67,-1.65,147754.21,25.57,167472.21,0.87,48.37,25.00,50.00,0.00,50.00,50.00,0.00,50.00,49.16,417.32,49.16
3,70,47.03,1136.44,48.78,50.00,0.00,50.00,50.00,0.00,78.00,48.85,1136.44,49.16,49.16,727.32,-2835123.40,4.11,-2145600.18,-6.37,808336.04,25.57,916216.17,2.72,45.51,49.16,409.12,-434816.60,4.11,-329065.95,-1.74,123972.71,25.57,140518.05,0.74,48.17,25.00,50.00,0.00,50.00,50.00,0.00,50.00,49.16,409.12,49.16
3,71,46.47,570.00,49.19,50.00,0.00,50.00,50.00,0.00,78.00,48.78,570.00,49.07,49.07,364.80,-334558.50,4.11,-253089.04,-1.50,596740.05,25.59,676290.47,4.00,51.57,49.07,205.20,-51310.50,4.11,-38815.71,-0.41,91520.70,25.59,103721.17,1.09,49.75,25.00,50.00,0.00,50.00,50.00,0.00,50.00,49.07,205.20,49.07
3,72,50.92,570.00,51.22,50.00,0.00,50.00,50.00,0.00,78.00,49.19,570.00,49.47,49.47,364.80,-332448.16,4.13,-251930.05,-1.49,422387.49,25.47,478972.16,2.84,50.82,49.47,205.20,-50986.84,4.13,-38637.95,-0.41,64780.63,25.47,73458.90,0.77,49.84,25.00,50.00,0.00,50.00,50.00,0.00,50.00,49.47,205.20,49.47
4,73,50.47,663.25,51.03,50.00,0.00,50.00,50.00,0.00,78.00,51.22,663.25,51.51,51.51,424.48,-1869758.09,4.24,-1428837.21,-7.27,363031.78,24.84,412892.71,2.10,46.34,51.51,238.77,-286760.66,4.24,-219137.60,-1.98,55677.38,24.84,63324.44,0.57,50.10,25.00,50.00,0.00,50.00,50.00,0.00,50.00,51.51,238.77,51.51
4,74,47.70,866.56,49.47,50.00,0.00,50.00,50.00,0.00,78.00,51.03,866.56,51.33,51.33,554.60,-2484571.51,4.23,-1897320.91,-7.39,354349.57,24.90,402911.35,1.57,45.52,51.33,311.96,-381053.24,4.23,-290987.91,-2.01,54345.81,24.90,61793.62,0.43,49.75,26.00,50.00,0.00,50.00,50.00,0.00,50.00,51.33,311.96,51.33
4,75,47.04,979.20,48.95,50.00,0.00,50.00,50.00,0.00,78.00,49.47,979.20,49.78,49.78,626.69,-2820367.91,4.15,-2140014.16,-7.38,354349.57,25.38,401993.76,1.39,43.79,49.78,352.51,-432553.59,4.15,-328209.24,-2.01,54345.81,25.38,61652.89,0.38,48.14,25.00,50.00,0.00,50.00,50.00,0.00,50.00,49.78,352.51,49.78
4,76,45.36,1055.62,47.79,50.00,0.00,50.00,50.00,0.00,78.00,48.95,1055.62,49.26,49.26,675.60,-3048183.36,4.12,-2307865.64,-7.38,354349.57,25.53,401699.98,1.28,43.17,49.26,380.02,-467493.14,4.12,-353952.25,-2.01,54345.81,25.53,61607.84,0.35,47.60,26.00,50.00,0.00,50.00,50.00,0.00,50.00,49.26,380.02,49.26
4,77,44.77,1058.57,47.37,50.00,0.00,50.00,50.00,0.00,78.00,47.79,1058.57,48.11,48.11,677.48,-3056960.48,4.05,-2302882.57,-7.34,354349.57,25.89,401048.07,1.28,42.04,48.11,381.08,-468839.27,4.05,-353188.01,-2.00,54345.81,25.89,61507.86,0.35,46.45,26.00,50.00,0.00,50.00,50.00,0.00,50.00,48.11,381.08,48.11
4,78,43.63,1080.39,46.40,50.00,0.00,50.00,50.00,0.00,78.00,47.37,1080.39,47.68,47.68,691.45,-3099894.32,4.03,-2330830.05,-7.28,376479.43,26.02,425846.32,1.33,41.73,47.68,388.94,-475423.93,4.03,-357474.25,-1.99,57739.82,26.02,65311.11,0.36,46.06,26.00,50.00,0.00,50.00,50.00,0.00,50.00,47.68,388.94,47.68
4,79,43.29,1103.49,46.07,50.00,0.00,50.00,50.00,0.00,78.00,46.40,1103.49,46.71,46.71,706.23,-3102791.70,3.98,-2322699.82,-7.10,442444.83,26.32,499802.44,1.53,41.14,46.71,397.26,-475868.30,3.98,-356227.33,-1.94,67856.79,26.32,76653.59,0.42,45.19,26.00,50.00,0.00,50.00,50.00,0.00,50.00,46.71,397.26,46.71
4,80,42.60,2058.39,44.13,50.00,0.00,50.00,50.00,0.00,78.00,46.07,2058.39,46.40,46.40,1317.37,-5310484.71,3.96,-3969620.00,-6.51,1081477.33,26.41,1221171.89,2.00,41.90,46.40,741.02,-814457.29,3.96,-608811.84,-1.77,165863.79,26.41,187288.43,0.55,45.17,26.00,50.00,0.00,50.00,50.00,0.00,50.00,46.40,741.02,46.40
4,81,43.08,2100.00,44.53,50.00,0.00,50.00,50.00,0.00,78.00,44.13,2100.00,44.46,44.46,1344.00,-5507170.02,3.85,-4078236.27,-6.55,1088310.59,27.01,1225777.68,1.97,39.88,44.46,756.00,-844622.48,3.85,-625470.08,-1.79,166911.79,27.01,187994.81,0.54,43.21,27.00,50.00,0.00,50.00,50.00,0.00,50.00,44.46,756.00,44.46
4,82,41.08,1476.31,43.42,50.00,0.00,50.00,50.00,0.00,78.00,44.53,1476.31,44.85,44.85,944.84,-3740361.09,3.88,-2775267.07,-6.34,916313.31,26.89,1032577.00,2.36,40.87,44.85,531.47,-573650.91,3.88,-425636.57,-1.73,140532.94,26.89,158364.05,0.64,43.77,28.00,50.00,0.00,50.00,50.00,0.00,50.00,44.85,531.47,44.85
4,83,41.91,1354.12,44.41,50.00,0.00,50.00,50.00,0.00,78.00,43.42,1354.12,43.74,43.74,866.64,-3171201.15,3.81,-2339859.02,-5.83,1121214.12,27.23,1261684.58,3.14,41.05,43.74,487.48,-486360.10,3.81,-358859.00,-1.59,171958.13,27.23,193501.77,0.86,43.01,28.00,50.00,0.00,50.00,50.00,0.00,50.00,43.74,487.48,43.74
4,84,41.76,1401.11,44.18,50.00,0.00,50.00,50.00,0.00,78.00,44.41,1401.11,44.74,44.74,896.71,-3060478.66,3.87,-2269481.19,-5.47,1372012.91,26.93,1545860.58,3.72,42.99,44.74,504.40,-469378.84,3.87,-348065.31,-1.49,210422.59,26.93,237085.22,1.02,44.26,29.00,50.00,0.00,50.00,50.00,0.00,50.00,44.74,504.40,44.74
4,85,43.45,1385.84,45.69,50.00,0.00,50.00,50.00,0.00,78.00,44.18,1385.84,44.50,44.50,886.94,-2981601.61,3.86,-2208414.99,-5.38,1405365.46,27.00,1582962.05,3.85,42.98,44.50,498.90,-457281.64,3.86,-338699.72,-1.47,215537.79,27.00,242775.39,1.05,44.08,32.00,50.00,0.00,50.00,50.00,0.00,50.00,44.50,498.90,44.50
4,86,43.38,1390.29,45.62,50.00,0.00,50.00,50.00,0.00,78.00,45.69,1390.29,46.01,46.01,889.79,-2895221.96,3.94,-2160205.80,-5.24,1505021.87,26.54,1698541.37,4.12,44.89,46.01,500.50,-444033.79,3.94,-331305.98,-1.43,230821.88,26.54,260501.53,1.12,45.70,36.00,50.00,0.00,50.00,50.00,0.00,50.00,46.01,500.50,46.01
4,87,45.18,1361.41,47.21,50.00,0.00,50.00,50.00,0.00,78.00,45.62,1361.41,45.94,45.94,871.30,-2819370.18,3.94,-2102890.32,-5.21,1494775.79,26.56,1686816.92,4.18,44.91,45.94,490.11,-432400.57,3.94,-322515.64,-1.42,229250.46,26.56,258703.38,1.14,45.66,35.00,50.00,0.00,50.00,50.00,0.00,50.00,45.94,490.11,45.94
4,88,45.18,1333.85,47.25,50.00,0.00,50.00,50.00,0.00,78.00,47.21,1333.85,47.53,47.53,853.66,-2786410.40,4.02,-2093692.61,-5.30,1445569.78,26.07,1634785.08,4.14,46.37,47.53,480.19,-427345.60,4.02,-321105.00,-1.44,221703.84,26.07,250723.37,1.13,47.22,33.00,50.00,0.00,50.00,50.00,0.00,50.00,47.53,480.19,47.53
4,89,46.68,1243.21,48.42,50.00,0.00,50.00,50.00,0.00,78.00,47.25,1243.21,47.57,47.57,795.65,-2682276.01,4.02,-2015774.76,-5.47,1279493.09,26.06,1447041.54,3.93,46.02,47.57,447.56,-411374.74,4.02,-309154.92,-1.49,196233.03,26.06,221929.56,1.07,47.15,29.00,50.00,0.00,50.00,50.00,0.00,50.00,47.57,447.56,47.57
4,90,46.43,1142.26,48.37,50.00,0.00,50.00,50.00,0.00,78.00,48.42,1142.26,48.73,48.73,731.05,-2703656.66,4.09,-2042337.89,-6.03,957172.23,25.70,1084261.94,3.20,45.90,48.73,411.21,-414653.84,4.09,-313228.84,-1.65,146799.39,25.70,166290.86,0.87,47.96,28.00,50.00,0.00,50.00,50.00,0.00,50.00,48.73,411.21,48.73
4,91,46.64,1255.96,48.38,50.00,0.00,50.00,50.00,0.00,78.00,48.37,1255.96,48.69,48.69,803.81,-2789382.13,4.09,-2106704.67,-5.66,1210393.07,25.71,1371022.51,3.68,46.71,48.69,452.14,-427801.37,4.09,-323100.64,-1.54,185635.31,25.71,210270.69,1.00,48.15,26.00,50.00,0.00,50.00,50.00,0.00,50.00,48.69,452.14,48.69
4,92,47.23,1203.77,48.84,50.00,0.00,50.00,50.00,0.00,78.00,48.38,1203.77,48.70,48.70,770.41,-2697293.34,4.09,-2037223.49,-5.71,1146900.85,25.71,1299118.67,3.64,46.63,48.70,433.36,-413677.91,4.09,-312444.46,-1.56,175897.65,25.71,199242.96,0.99,48.13,22.00,50.00,0.00,50.00,50.00,0.00,50.00,48.70,433.36,48.70
4,93,47.17,1159.22,48.85,50.00,0.00,50.00,50.00,0.00,78.00,48.84,1159.22,49.16,49.16,741.90,-2747990.09,4.11,-2079615.21,-6.05,963397.91,25.57,1091965.03,3.18,46.28,49.16,417.32,-421453.16,4.11,-318945.98,-1.65,147754.21,25.57,167472.26,0.87,48.37,22.00,50.00,0.00,50.00,50.00,0.00,50.00,49.16,417.32,49.16
4,94,47.03,1136.44,48.78,50.00,0.00,50.00,50.00,0.00,78.00,48.85,1136.44,49.16,49.16,727.32,-2835123.40,4.11,-2145602.25,-6.37,808336.04,25.57,916216.46,2.72,45.51,49.16,409.12,-434816.60,4.11,-329066.27,-1.74,123972.71,25.57,140518.09,0.74,48.17,21.00,50.00,0.00,50.00,50.00,0.00,50.00,49.16,409.12,49.16
4,95,46.47,570.00,49.19,50.00,0.00,50.00,50.00,0.00,78.00,48.78,570.00,49.07,49.07,364.80,-334558.50,4.11,-253089.21,-1.50,596740.05,25.59,676290.61,4.00,51.57,49.07,205.20,-51310.50,4.11,-38815.73,-0.41,91520.70,25.59,103721.19,1.09,49.75,20.00,50.00,0.00,50.00,50.00,0.00,50.00,49.07,205.20,49.07
4,96,50.92,570.00,51.22,50.00,0.00,50.00,50.00,0.00,78.00,49.19,570.00,49.47,49.47,364.80,-332448.16,4.13,-251930.15,-1.49,422387.49,25.47,478972.23,2.84,50.82,49.47,205.20,-50986.84,4.13,-38637.97,-0.41,64780.63,25.47,73458.91,0.77,49.84,20.00,50.00,0.00,50.00,50.00,0.00,50.00,49.47,205.20,49.47
5,97,50.47,663.25,51.03,50.00,0.00,50.00,50.00,0.00,78.00,51.22,663.25,51.51,51.51,424.48,-1869758.09,4.24,-1428837.60,-7.27,363031.78,24.84,412892.75,2.10,46.34,51.51,238.77,-286760.66,4.24,-219137.66,-1.98,55677.38,24.84,63324.45,0.57,50.10,20.00,50.00,0.00,50.00,50.00,0.00,50.00,51.51,238.77,51.51
5,98,47.70,866.56,49.47,50.00,0.00,50.00,50.00,0.00,78.00,51.03,866.56,51.33,51.33,554.60,-2484571.51,4.23,-1897321.29,-7.39,354349.57,24.90,402911.38,1.57,45.52,51.33,311.96,-381053.24,4.23,-290987.97,-2.01,54345.81,24.90,61793.63,0.43,49.75,19.00,50.00,0.00,50.00,50.00,0.00,50.00,51.33,311.96,51.33
5,99,47.04,979.20,48.95,50.00,0.00,50.00,50.00,0.00,78.00,49.47,979.20,49.78,49.78,626.69,-2820367.91,4.15,-2140014.51,-7.38,354349.57,25.38,401993.78,1.39,43.79,49.78,352.51,-432553.59,4.15,-328209.29,-2.01,54345.81,25.38,61652.90,0.38,48.14,20.00,50.00,0.00,50.00,50.00,0.00,50.00,49.78,352.51,49.78
5,100,45.36,1055.62,47.79,50.00,0.00,50.00,50.00,0.00,78.00,48.95,1055.62,49.26,49.26,675.60,-3048183.36,4.12,-2307865.94,-7.38,354349.57,25.53,401700.00,1.28,43.17,49.26,380.02,-467493.14,4.12,-353952.29,-2.01,54345.81,25.53,61607.84,0.35,47.60,21.00,50.00,0.00,50.00,50.00,0.00,50.00,49.26,380.02,49.26
5,101,44.77,1058.57,47.37,50.00,0.00,50.00,50.00,0.00,78.00,47.79,1058.57,48.11,48.11,677.48,-3056960.48,4.05,-2302882.82,-7.34,354349.57,25.89,401048.08,1.28,42.04,48.11,381.08,-468839.27,4.05,-353188.04,-2.00,54345.81,25.89,61507.86,0.35,46.45,21.00,50.00,0.00,50.00,50.00,0.00,50.00,48.11,381.08,48.11
5,102,43.63,1080.39,46.40,50.00,0.00,50.00,50.00,0.00,78.00,47.37,1080.39,47.68,47.68,691.45,-3099894.32,4.03,-2330830.30,-7.28,376479.43,26.02,425846.33,1.33,41.73,47.68,388.94,-475423.93,4.03,-357474.29,-1.99,57739.82,26.02,65311.11,0.36,46.06,23.00,50.00,0.00,50.00,50.00,0.00,50.00,47.68,388.94,47.68
5,103,43.29,1103.49,46.07,50.00,0.00,50.00,50.00,0.00,78.00,46.40,1103.49,46.71,46.71,706.23,-3102791.70,3.98,-2322700.03,-7.10,442444.83,26.32,499802.45,1.53,41.14,46.71,397.26,-475868.30,3.98,-356227.37,-1.94,67856.79,26.32,76653.60,0.42,45.19,24.00,50.00,0.00,50.00,50.00,0.00,50.00,46.71,397.26,46.71
5,104,42.60,2058.39,44.13,50.00,0.00,50.00,50.00,0.00,78.00,46.07,2058.39,46.40,46.40,1317.37,-5310484.71,3.96,-3969620.37,-6.51,1081477.33,26.41,1221171.92,2.00,41.90,46.40,741.02,-814457.29,3.96,-608811.90,-1.77,165863.79,26.41,187288.44,0.55,45.17,25.00,50.00,0.00,50.00,50.00,0.00,50.00,46.40,741.02,46.40
5,105,43.08,2100.00,44.53,50.00,0.00,50.00,50.00,0.00,78.00,44.13,2100.00,44.46,44.46,1344.00,-5507170.02,3.85,-4078236.63,-6.55,1088310.59,27.01,1225777.71,1.97,39.88,44.46,756.00,-844622.48,3.85,-625470.13,-1.79,166911.79,27.01,187994.82,0.54,43.21,27.00,50.00,0.00,50.00,50.00,0.00,50.00,44.46,756.00,44.46
5,106,41.08,1476.31,43.42,50.00,0.00,50.00,50.00,0.00,78.00,44.53,1476.31,44.85,44.85,944.84,-3740361.09,3.88,-2775267.32,-6.34,916313.31,26.89,1032577.03,2.36,40.87,44.85,531.47,-573650.91,3.88,-425636.61,-1.73,140532.94,26.89,158364.05,0.64,43.77,29.00,50.00,0.00,50.00,50.00,0.00,50.00,44.85,531.47,44.85
5,107,41.91,1354.12,44.41,50.00,0.00,50.00,50.00,0.00,78.00,43.42,1354.12,43.74,43.74,866.64,-3171201.15,3.81,-2339859.21,-5.83,1121214.12,27.23,1261684.61,3.14,41.05,43.74,487.48,-486360.10,3.81,-358859.03,-1.59,171958.13,27.23,193501.78,0.86,43.01,32.00,50.00,0.00,50.00,50.00,0.00,50.00,43.74,487.48,43.74
5,108,41.76,1401.11,44.18,50.00,0.00,50.00,50.00,0.00,78.00,44.41,1401.11,44.74,44.74,896.71,-3060478.66,3.87,-2269481.36,-5.47,1372012.91,26.93,1545860.61,3.72,42.99,44.74,504.40,-469378.84,3.87,-348065.34,-1.49,210422.59,26.93,237085.22,1.02,44.26,32.00,50.00,0.00,50.00,50.00,0.00,50.00,44.74,504.40,44.74
5,109,43.45,1385.84,45.69,50.00,0.00,50.00,50.00,0.00,78.00,44.18,1385.84,44.50,44.50,886.94,-2981601.61,3.86,-2208415.13,-5.38,1405365.46,27.00,1582962.07,3.85,42.98,44.50,498.90,-457281.64,3.86,-338699.74,-1.47,215537.79,27.00,242775.39,1.05,44.08,28.00,50.00,0.00,50.00,50.00,0.00,50.00,44.50,498.90,44.50
5,110,43.38,1390.29,45.62,50.00,0.00,50.00,50.00,0.00,78.00,45.69,1390.29,46.01,46.01,889.79,-2895221.96,3.94,-2160205.93,-5.24,1505021.87,26.54,1698541.40,4.12,44.89,46.01,500.50,-444033.79,3.94,-331306.00,-1.43,230821.88,26.54,260501.54,1.12,45.70,25.00,50.00,0.00,50.00,50.00,0.00,50.00,46.01,500.50,46.01
5,111,45.18,1361.41,47.21,50.00,0.00,50.00,50.00,0.00,78.00,45.62,1361.41,45.94,45.94,871.30,-2819370.18,3.94,-2102890.43,-5.21,1494775.79,26.56,1686816.94,4.18,44.91,45.94,490.11,-432400.57,3.94,-322515.65,-1.42,229250.46,26.56,258703.38,1.14,45.66,22.00,50.00,0.00,50.00,50.00,0.00,50.00,45.94,490.11,45.94
5,112,45.18,1333.85,47.25,50.00,0.00,50.00,50.00,0.00,78.00,47.21,1333.85,47.53,47.53,853.66,-2786410.40,4.02,-2093692.70,-5.30,1445569.78,26.07,1634785.10,4.14,46.37,47.53,480.19,-427345.60,4.02,-321105.02,-1.44,221703.84,26.07,250723.37,1.13,47.22,19.00,50.00,0.00,50.00,50.00,0.00,50.00,47.53,480.19,47.53
5,113,46.68,1243.21,48.42,50.00,0.00,50.00,50.00,0.00,78.00,47.25,1243.21,47.57,47.57,795.65,-2682276.01,4.02,-2015774.83,-5.47,1279493.09,26.06,1447041.55,3.93,46.02,47.57,447.56,-411374.74,4.02,-309154.93,-1.49,196233.03,26.06,221929.56,1.07,47.15,16.00,50.00,0.00,50.00,50.00,0.00,50.00,47.57,447.56,47.57
5,114,46.43,1142.26,48.37,50.00,0.00,50.00,50.00,0.00,78.00,48.42,1142.26,48.73,48.73,731.05,-2703656.66,4.09,-2042337.94,-6.03,957172.23,25.70,1084261.95,3.20,45.90,48.73,411.21,-414653.84,4.09,-313228.85,-1.65,146799.39,25.70,166290.86,0.87,47.96,15.00,50.00,0.00,50.00,50.00,0.00,50.00,48.73,411.21,48.73
5,115,46.64,1255.96,48.38,50.00,0.00,50.00,50.00,0.00,78.00,48.37,1255.96,48.69,48.69,803.81,-2789382.13,4.09,-2106704.72,-5.66,1210393.07,25.71,1371022.52,3.68,46.71,48.69,452.14,-427801.37,4.09,-323100.64,-1.54,185635.31,25.71,210270.69,1.00,48.15,13.00,50.00,0.00,50.00,50.00,0.00,50.00,48.69,452.14,48.69
5,116,47.23,1203.77,48.84,50.00,0.00,50.00,50.00,0.00,78.00,48.38,1203.77,48.70,48.70,770.41,-2697293.34,4.09,-2037223.53,-5.71,1146900.85,25.71,1299118.68,3.64,46.63,48.70,433.36,-413677.91,4.09,-312444.47,-1.56,175897.65,25.71,199242.96,0.99,48.13,13.00,50.00,0.00,50.00,50.00,0.00,50.00,48.70,433.36,48.70
5,117,47.17,1159.22,48.85,50.00,0.00,50.00,50.00,0.00,78.00,48.84,1159.22,49.16,49.16,741.90,-2747990.09,4.11,-2079615.24,-6.05,963397.91,25.57,1091965.04,3.18,46.28,49.16,417.32,-421453.16,4.11,-318945.99,-1.65,147754.21,25.57,167472.26,0.87,48.37,13.00,50.00,0.00,50.00,50.00,0.00,50.00,49.16,417.32,49.16
5,118,47.03,1136.44,48.78,50.00,0.00,50.00,50.00,0.00,78.00,48.85,1136.44,49.16,49.16,727.32,-2835123.40,4.11,-2145602.28,-6.37,808336.04,25.57,916216.47,2.72,45.51,49.16,409.12,-434816.60,4.11,-329066.28,-1.74,123972.71,25.57,140518.09,0.74,48.17,13.00,50.00,0.00,50.00,50.00,0.00,50.00,49.16,409.12,49.16
5,119,46.47,570.00,49.19,50.00,0.00,50.00,50.00,0.00,78.00,48.78,570.00,49.07,49.07,364.80,-334558.50,4.11,-253089.21,-1.50,596740.05,25.59,676290.61,4.00,51.57,49.07,205.20,-51310.50,4.11,-38815.73,-0.41,91520.70,25.59,103721.20,1.09,49.75,12.00,50.00,0.00,50.00,50.00,0.00,50.00,49.07,205.20,49.07
5,120,50.92,570.00,51.22,50.00,0.00,50.00,50.00,0.00,78.00,49.19,570.00,49.47,49.47,364.80,-332448.16,4.13,-251930.15,-1.49,422387.49,25.47,478972.23,2.84,50.82,49.47,205.20,-50986.84,4.13,-38637.97,-0.41,64780.63,25.47,73458.91,0.77,49.84,12.00,50.00,0.00,50.00,50.00,0.00,50.00,49.47,205.20,49.47
6,121,50.47,663.25,51.03,50.00,0.00,50.00,50.00,0.00,78.00,51.22,663.25,51.51,51.51,424.48,-1869758.09,4.24,-1428837.61,-7.27,363031.78,24.84,412892.75,2.10,46.34,51.51,238.77,-286760.66,4.24,-219137.66,-1.98,55677.38,24.84,63324.45,0.57,50.10,12.00,50.00,0.00,50.00,50.00,0.00,50.00,51.51,238.77,51.51
6,122,47.70,866.56,49.47,50.00,0.00,50.00,50.00,0.00,78.00,51.03,866.56,51.33,51.33,554.60,-2484571.51,4.23,-1897321.30,-7.39,354349.57,24.90,402911.38,1.57,45.52,51.33,311.96,-381053.24,4.23,-290987.97,-2.01,54345.81,24.90,61793.63,0.43,49.75,11.00,50.00,0.00,50.00,50.00,0.00,50.00,51.33,311.96,51.33
6,123,47.04,979.20,48.95,50.00,0.00,50.00,50.00,0.00,78.00,49.47,979.20,49.78,49.78,626.69,-2820367.91,4.15,-2140014.51,-7.38,354349.57,25.38,401993.78,1.39,43.79,49.78,352.51,-432553.59,4.15,-328209.29,-2.01,54345.81,25.38,61652.90,0.38,48.14,11.00,50.00,0.00,50.00,50.00,0.00,50.00,49.78,352.51,49.78
6,124,45.36,1055.62,47.79,50.00,0.00,50.00,50.00,0.00,78.00,48.95,1055.62,49.26,49.26,675.60,-3048183.36,4.12,-2307865.94,-7.38,354349.57,25.53,401700.00,1.28,43.17,49.26,380.02,-467493.14,4.12,-353952.29,-2.01,54345.81,25.53,61607.84,0.35,47.60,10.00,50.00,0.00,50.00,50.00,0.00,50.00,49.26,380.02,49.26
6,125,44.77,1058.57,47.37,50.00,0.00,50.00,50.00,0.00,78.00,47.79,1058.57,48.11,48.11,677.48,-3056960.48,4.05,-2302882.83,-7.34,354349.57,25.89,401048.08,1.28,42.04,48.11,381.08,-468839.27,4.05,-353188.04,-2.00,54345.81,25.89,61507.86,0.35,46.45,10.00,50.00,0.00,50.00,50.00,0.00,50.00,48.11,381.08,48.11
6,126,43.63,1080.39,46.40,50.00,0.00,50.00,50.00,0.00,78.00,47.37,1080.39,47.68,47.68,691.45,-3099894.32,4.03,-2330830.31,-7.28,376479.43,26.02,425846.33,1.33,41.73,47.68,388.94,-475423.93,4.03,-357474.29,-1.99,57739.82,26.02,65311.11,0.36,46.06,11.00,50.00,0.00,50.00,50.00,0.00,50.00,47.68,388.94,47.68
6,127,43.29,1103.49,46.07,50.00,0.00,50.00,50.00,0.00,78.00,46.40,1103.49,46.71,46.71,706.23,-3102791.70,3.98,-2322700.03,-7.10,442444.83,26.32,499802.45,1.53,41.14,46.71,397.26,-475868.30,3.98,-356227.37,-1.94,67856.79,26.32,76653.60,0.42,45.19,11.00,50.00,0.00,50.00,50.00,0.00,50.00,46.71,397.26,46.71
