,,BTU5,,,CP1,,,BTU1,,,BTU2,,,BTU3,,,,,,,,,,,BTU4,,,,,,,,,,,P-HP4,,,,HEX-1,,,Hybrid Switch,,
Day,Hour,EWT,F1,T1,EWT,Flow,T2,EWT,Flow,T3,EWT,Flow,LWT,EWT,Flow,Heating Load,COP,HE,Heating DeltaT,Cooling Load,EER,HR,Cooling DeltaT,LWT,EWT,Flow,Heating Load,COP,HE,Heating DeltaT,Cooling Load,EER,HR,Cooling DeltaT,LWT,Ambient Temp,EWT,Flow,LWT,EWT,Flow,LWT,EWT,Flow,LWT
332,7955,48.44,1115.12,49.72,50.00,0.00,50.00,50.00,0.00,78.00,48.78,1115.12,49.10,49.10,713.67,-2006956.30,4.11,-1518423.59,-4.60,1572941.23,25.59,1782700.07,5.40,49.90,49.10,401.44,-307802.45,4.11,-232877.27,-1.25,241238.52,25.59,273408.77,1.47,49.31,25.00,50.00,0.00,50.00,50.00,0.00,50.00,49.10,401.44,49.10
332,7956,49.69,1143.10,50.52,50.00,0.00,50.00,50.00,0.00,78.00,49.72,1143.10,50.04,50.04,731.58,-1977604.87,4.16,-1502181.19,-4.43,1685713.27,25.30,1913081.93,5.65,51.25,50.04,411.52,-303300.88,4.16,-230386.21,-1.21,258534.11,25.30,293405.14,1.54,50.37,26.00,50.00,0.00,50.00,50.00,0.00,50.00,50.04,411.52,50.04
332,7957,50.93,1110.61,51.35,50.00,0.00,50.00,50.00,0.00,78.00,50.52,1110.61,50.84,50.84,710.79,-1943185.66,4.20,-1480930.84,-4.50,1623288.14,25.05,1844398.10,5.60,51.94,50.84,399.82,-298022.09,4.20,-227127.09,-1.23,248960.11,25.05,282871.26,1.53,51.14,26.00,50.00,0.00,50.00,50.00,0.00,50.00,50.84,399.82,50.84
332,7958,51.65,1111.67,51.82,50.00,0.00,50.00,50.00,0.00,78.00,51.35,1111.67,51.67,51.67,711.47,-1889974.75,4.25,-1445172.14,-4.39,1679659.58,24.79,1910795.00,5.80,53.08,51.67,400.20,-289861.25,4.25,-221642.85,-1.20,257605.67,24.79,293054.40,1.58,52.05,26.00,50.00,0.00,50.00,50.00,0.00,50.00,51.67,400.20,51.67
332,7959,52.71,1098.16,52.51,50.00,0.00,50.00,50.00,0.00,78.00,51.82,1098.16,52.14,52.14,702.83,-1872418.99,4.27,-1434414.83,-4.41,1656944.36,24.65,1886297.37,5.80,53.53,52.14,395.34,-287168.76,4.27,-219993.03,-1.20,254121.89,24.65,289297.26,1.58,52.52,26.00,50.00,0.00,50.00,50.00,0.00,50.00,52.14,395.34,52.14
332,7960,53.16,1062.81,52.79,50.00,0.00,50.00,50.00,0.00,78.00,52.51,1062.81,52.82,52.82,680.20,-1906044.00,4.31,-1464047.15,-4.65,1517928.75,24.44,1729847.27,5.49,53.67,52.82,382.61,-292325.75,4.31,-224537.67,-1.27,232801.37,24.44,265302.85,1.50,53.05,26.00,50.00,0.00,50.00,50.00,0.00,50.00,52.82,382.61,52.82
332,7961,53.44,953.19,52.91,50.00,0.00,50.00,50.00,0.00,78.00,52.79,953.19,53.10,53.10,610.04,-1765603.11,4.33,-1357602.35,-4.81,1331563.33,24.35,1518110.52,5.37,53.67,53.10,343.15,-270786.64,4.33,-208212.47,-1.31,204218.92,24.35,232829.25,1.47,53.25,26.00,50.00,0.00,50.00,50.00,0.00,50.00,53.10,343.15,53.10
332,7962,53.52,839.39,52.79,50.00,0.00,50.00,50.00,0.00,78.00,52.91,839.39,53.21,53.21,537.21,-1667907.15,4.33,-1283041.07,-5.16,1090007.36,24.32,1242934.93,5.00,53.05,53.21,302.18,-255803.23,4.33,-196777.17,-1.41,167172.02,24.32,190626.18,1.36,53.17,26.00,50.00,0.00,50.00,50.00,0.00,50.00,53.21,302.18,53.21
332,7963,53.09,942.59,52.68,50.00,0.00,50.00,50.00,0.00,78.00,52.79,942.59,53.10,53.10,603.26,-1724730.20,4.33,-1326176.07,-4.75,1340828.80,24.35,1528674.81,5.47,53.82,53.10,339.33,-264518.05,4.33,-203392.69,-1.29,205639.95,24.35,234449.47,1.49,53.30,27.00,50.00,0.00,50.00,50.00,0.00,50.00,53.10,339.33,53.10
332,7964,53.63,885.34,52.92,50.00,0.00,50.00,50.00,0.00,78.00,52.68,885.34,52.98,52.98,566.62,-1618944.88,4.32,-1244301.23,-4.74,1275938.83,24.39,1454439.86,5.54,53.79,52.98,318.72,-248294.00,4.32,-190835.73,-1.29,195687.92,24.39,223064.22,1.51,53.20,27.00,50.00,0.00,50.00,50.00,0.00,50.00,52.98,318.72,52.98
332,7965,53.58,863.13,52.86,50.00,0.00,50.00,50.00,0.00,78.00,52.92,863.13,53.23,53.23,552.40,-1730658.70,4.33,-1331394.29,-5.21,1098013.26,24.31,1252095.50,4.90,52.92,53.23,310.73,-265427.30,4.33,-204193.00,-1.42,168399.86,24.31,192031.12,1.33,53.14,27.00,50.00,0.00,50.00,50.00,0.00,50.00,53.23,310.73,53.23
332,7966,53.00,817.11,52.47,50.00,0.00,50.00,50.00,0.00,78.00,52.86,817.11,53.16,53.16,522.95,-1741713.50,4.33,-1339555.92,-5.53,949768.59,24.34,1082934.31,4.47,52.10,53.16,294.16,-267122.75,4.33,-205444.73,-1.51,145663.91,24.34,166087.24,1.22,52.87,27.00,50.00,0.00,50.00,50.00,0.00,50.00,53.16,294.16,53.16
332,7967,52.38,570.00,51.88,50.00,0.00,50.00,50.00,0.00,78.00,52.47,570.00,52.76,52.76,364.80,-77405.82,4.31,-59440.91,-0.35,596740.05,24.46,679981.80,4.03,56.43,52.76,205.20,-11871.56,4.31,-9116.32,-0.10,91520.70,24.46,104287.30,1.10,53.76,27.00,50.00,0.00,50.00,50.00,0.00,50.00,52.76,205.20,52.76
332,7968,55.47,570.00,53.26,50.00,0.00,50.00,50.00,0.00,78.00,51.88,570.00,52.17,52.17,364.80,-206697.24,4.28,-158366.35,-0.94,435021.98,24.64,495262.41,2.93,54.17,52.17,205.20,-31700.70,4.28,-24288.30,-0.26,66718.36,24.64,75957.30,0.80,52.72,27.00,50.00,0.00,50.00,50.00,0.00,50.00,52.17,205.20,52.17
333,7969,53.64,570.00,52.46,50.00,0.00,50.00,50.00,0.00,78.00,53.26,570.00,53.55,53.55,364.80,-212301.65,4.35,-163519.17,-0.97,373472.80,24.22,426092.83,2.52,55.10,53.55,205.20,-32560.24,4.35,-25078.57,-0.26,57278.70,24.22,65348.92,0.69,53.97,27.00,50.00,0.00,50.00,50.00,0.00,50.00,53.55,205.20,53.55
333,7970,54.69,570.00,52.94,50.00,0.00,50.00,50.00,0.00,78.00,52.46,570.00,52.75,52.75,364.80,-312294.71,4.31,-239808.97,-1.42,391581.22,24.46,446199.97,2.64,53.97,52.75,205.20,-47895.95,4.31,-36778.97,-0.39,60055.94,24.46,68432.70,0.72,53.08,27.00,50.00,0.00,50.00,50.00,0.00,50.00,52.75,205.20,52.75
333,7971,53.65,570.00,52.46,50.00,0.00,50.00,50.00,0.00,78.00,52.94,570.00,53.23,53.23,364.80,-727372.44,4.33,-559566.07,-3.31,453312.95,24.31,516925.20,3.06,52.98,53.23,205.20,-111555.50,4.33,-85819.41,-0.90,69523.61,24.31,79279.67,0.83,53.16,27.00,50.00,0.00,50.00,50.00,0.00,50.00,53.23,205.20,53.23
333,7972,53.04,570.00,52.19,50.00,0.00,50.00,50.00,0.00,78.00,52.46,570.00,52.75,52.75,364.80,-1385339.54,4.31,-1063806.01,-6.30,469285.42,24.46,534745.24,3.17,49.62,52.75,205.20,-212466.46,4.31,-163153.58,-1.72,71973.27,24.46,82012.69,0.86,51.90,27.00,50.00,0.00,50.00,50.00,0.00,50.00,52.75,205.20,52.75
333,7973,50.44,624.11,51.01,50.00,0.00,50.00,50.00,0.00,78.00,52.19,624.11,52.48,52.48,399.43,-1651542.90,4.29,-1266886.39,-6.85,464564.47,24.54,529143.65,2.86,48.49,52.48,224.68,-253293.48,4.29,-194299.56,-1.87,71249.22,24.54,81153.59,0.78,51.39,27.00,50.00,0.00,50.00,50.00,0.00,50.00,52.48,224.68,52.48
333,7974,49.53,684.68,50.56,50.00,0.00,50.00,50.00,0.00,78.00,51.01,684.68,51.31,51.31,438.19,-1831903.29,4.23,-1398752.69,-6.89,464779.70,24.91,528452.37,2.60,47.02,51.31,246.48,-280954.96,4.23,-214523.61,-1.88,71282.24,24.91,81047.57,0.71,50.14,26.00,50.00,0.00,50.00,50.00,0.00,50.00,51.31,246.48,51.31
333,7975,48.14,695.52,49.85,50.00,0.00,50.00,50.00,0.00,78.00,50.56,695.52,50.86,50.86,445.14,-1811026.82,4.20,-1380330.14,-6.70,517991.32,25.04,588565.97,2.86,47.02,50.86,250.39,-277753.18,4.20,-211698.18,-1.83,79443.18,25.04,90267.06,0.78,49.81,27.00,50.00,0.00,50.00,50.00,0.00,50.00,50.86,250.39,50.86
333,7976,48.03,1709.93,49.01,50.00,0.00,50.00,50.00,0.00,78.00,49.85,1709.93,50.18,50.18,1094.36,-4089297.06,4.17,-3108042.75,-6.13,1263859.21,25.25,1434621.97,2.83,46.87,50.18,615.58,-627166.44,4.17,-476673.64,-1.67,193835.29,25.25,220024.80,0.77,49.28,28.00,50.00,0.00,50.00,50.00,0.00,50.00,50.18,615.58,50.18
333,7977,47.74,1699.72,48.79,50.00,0.00,50.00,50.00,0.00,78.00,49.01,1699.72,49.33,49.33,1087.82,-4057967.07,4.12,-3073310.50,-6.10,1264745.53,25.51,1433890.13,2.85,46.08,49.33,611.90,-622361.43,4.12,-471346.83,-1.66,193971.22,25.51,219912.56,0.78,48.45,29.00,50.00,0.00,50.00,50.00,0.00,50.00,49.33,611.90,49.33
333,7978,46.93,1073.58,48.78,50.00,0.00,50.00,50.00,0.00,78.00,48.79,1073.58,49.11,49.11,687.09,-2224926.89,4.11,-1683415.33,-5.29,1231135.81,25.58,1395335.07,4.39,48.20,49.11,386.49,-341232.11,4.11,-258181.69,-1.44,188816.58,25.58,213999.45,1.20,48.86,30.00,50.00,0.00,50.00,50.00,0.00,50.00,49.11,386.49,49.11
333,7979,48.44,1115.12,49.72,50.00,0.00,50.00,50.00,0.00,78.00,48.78,1115.12,49.10,49.10,713.67,-2006956.30,4.11,-1518423.61,-4.60,1572941.23,25.59,1782700.08,5.40,49.90,49.10,401.44,-307802.45,4.11,-232877.27,-1.25,241238.52,25.59,273408.77,1.47,49.31,31.00,50.00,0.00,50.00,50.00,0.00,50.00,49.10,401.44,49.10
333,7980,49.69,1143.10,50.52,50.00,0.00,50.00,50.00,0.00,78.00,49.72,1143.10,50.04,50.04,731.58,-1977604.87,4.16,-1502181.19,-4.43,1685713.27,25.30,1913081.93,5.65,51.25,50.04,411.52,-303300.88,4.16,-230386.21,-1.21,258534.11,25.30,293405.14,1.54,50.37,32.00,50.00,0.00,50.00,50.00,0.00,50.00,50.04,411.52,50.04
333,7981,50.93,1110.61,51.35,50.00,0.00,50.00,50.00,0.00,78.00,50.52,1110.61,50.84,50.84,710.79,-1943185.66,4.20,-1480930.86,-4.50,1623288.14,25.05,1844398.11,5.60,51.94,50.84,399.82,-298022.09,4.20,-227127.09,-1.23,248960.11,25.05,282871.26,1.53,51.14,32.00,50.00,0.00,50.00,50.00,0.00,50.00,50.84,399.82,50.84
333,7982,51.65,1111.67,51.82,50.00,0.00,50.00,50.00,0.00,78.00,51.35,1111.67,51.67,51.67,711.47,-1889974.75,4.25,-1445172.14,-4.39,1679659.58,24.79,1910795.00,5.80,53.08,51.67,400.20,-289861.25,4.25,-221642.86,-1.20,257605.67,24.79,293054.40,1.58,52.05,32.00,50.00,0.00,50.00,50.00,0.00,50.00,51.67,400.20,51.67
333,7983,52.71,1098.16,52.51,50.00,0.00,50.00,50.00,0.00,78.00,51.82,1098.16,52.14,52.14,702.83,-1872418.99,4.27,-1434414.83,-4.41,1656944.36,24.65,1886297.38,5.80,53.53,52.14,395.34,-287168.76,4.27,-219993.03,-1.20,254121.89,24.65,289297.26,1.58,52.52,32.00,50.00,0.00,50.00,50.00,0.00,50.00,52.14,395.34,52.14
333,7984,53.16,1062.81,52.79,50.00,0.00,50.00,50.00,0.00,78.00,52.51,1062.81,52.82,52.82,680.20,-1906044.00,4.31,-1464047.15,-4.65,1517928.75,24.44,1729847.27,5.49,53.67,52.82,382.61,-292325.75,4.31,-224537.67,-1.27,232801.37,24.44,265302.85,1.50,53.05,31.00,50.00,0.00,50.00,50.00,0.00,50.00,52.82,382.61,52.82
333,7985,53.44,953.19,52.91,50.00,0.00,50.00,50.00,0.00,78.00,52.79,953.19,53.10,53.10,610.04,-1765603.11,4.33,-1357602.35,-4.81,1331563.33,24.35,1518110.52,5.37,53.67,53.10,343.15,-270786.64,4.33,-208212.47,-1.31,204218.92,24.35,232829.25,1.47,53.25,31.00,50.00,0.00,50.00,50.00,0.00,50.00,53.10,343.15,53.10
333,7986,53.52,839.39,52.79,50.00,0.00,50.00,50.00,0.00,78.00,52.91,839.39,53.21,53.21,537.21,-1667907.15,4.33,-1283041.07,-5.16,1090007.36,24.32,1242934.93,5.00,53.05,53.21,302.18,-255803.23,4.33,-196777.17,-1.41,167172.02,24.32,190626.18,1.36,53.17,30.00,50.00,0.00,50.00,50.00,0.00,50.00,53.21,302.18,53.21
333,7987,53.09,942.59,52.68,50.00,0.00,50.00,50.00,0.00,78.00,52.79,942.59,53.10,53.10,603.26,-1724730.20,4.33,-1326176.07,-4.75,1340828.80,24.35,1528674.81,5.47,53.82,53.10,339.33,-264518.05,4.33,-203392.69,-1.29,205639.95,24.35,234449.47,1.49,53.30,30.00,50.00,0.00,50.00,50.00,0.00,50.00,53.10,339.33,53.10
333,7988,53.63,885.34,52.92,50.00,0.00,50.00,50.00,0.00,78.00,52.68,885.34,52.98,52.98,566.62,-1618944.88,4.32,-1244301.23,-4.74,1275938.83,24.39,1454439.86,5.54,53.79,52.98,318.72,-248294.00,4.32,-190835.73,-1.29,195687.92,24.39,223064.22,1.51,53.20,29.00,50.00,0.00,50.00,50.00,0.00,50.00,52.98,318.72,52.98
333,7989,53.58,863.13,52.86,50.00,0.00,50.00,50.00,0.00,78.00,52.92,863.13,53.23,53.23,552.40,-1730658.70,4.33,-1331394.29,-5.21,1098013.26,24.31,1252095.50,4.90,52.92,53.23,310.73,-265427.30,4.33,-204193.00,-1.42,168399.86,24.31,192031.12,1.33,53.14,29.00,50.00,0.00,50.00,50.00,0.00,50.00,53.23,310.73,53.23
333,7990,53.00,817.11,52.47,50.00,0.00,50.00,50.00,0.00,78.00,52.86,817.11,53.16,53.16,522.95,-1741713.50,4.33,-1339555.92,-5.53,949768.59,24.34,1082934.31,4.47,52.10,53.16,294.16,-267122.75,4.33,-205444.73,-1.51,145663.91,24.34,166087.24,1.22,52.87,29.00,50.00,0.00,50.00,50.00,0.00,50.00,53.16,294.16,53.16
333,7991,52.38,570.00,51.88,50.00,0.00,50.00,50.00,0.00,78.00,52.47,570.00,52.76,52.76,364.80,-77405.82,4.31,-59440.91,-0.35,596740.05,24.46,679981.80,4.03,56.43,52.76,205.20,-11871.56,4.31,-9116.32,-0.10,91520.70,24.46,104287.30,1.10,53.76,30.00,50.00,0.00,50.00,50.00,0.00,50.00,52.76,205.20,52.76
333,7992,55.47,570.00,53.26,50.00,0.00,50.00,50.00,0.00,78.00,51.88,570.00,52.17,52.17,364.80,-206697.24,4.28,-158366.35,-0.94,435021.98,24.64,495262.41,2.93,54.17,52.17,205.20,-31700.70,4.28,-24288.30,-0.26,66718.36,24.64,75957.30,0.80,52.72,30.00,50.00,0.00,50.00,50.00,0.00,50.00,52.17,205.20,52.17
334,7993,53.64,570.00,52.46,50.00,0.00,50.00,50.00,0.00,78.00,53.26,570.00,53.55,53.55,364.80,-212301.65,4.35,-163519.17,-0.97,373472.80,24.22,426092.83,2.52,55.10,53.55,205.20,-32560.24,4.35,-25078.57,-0.26,57278.70,24.22,65348.92,0.69,53.97,29.00,50.00,0.00,50.00,50.00,0.00,50.00,53.55,205.20,53.55
334,7994,54.69,570.00,52.94,50.00,0.00,50.00,50.00,0.00,78.00,52.46,570.00,52.75,52.75,364.80,-312294.71,4.31,-239808.97,-1.42,391581.22,24.46,446199.97,2.64,53.97,52.75,205.20,-47895.95,4.31,-36778.97,-0.39,60055.94,24.46,68432.70,0.72,53.08,29.00,50.00,0.00,50.00,50.00,0.00,50.00,52.75,205.20,52.75
334,7995,53.65,570.00,52.46,50.00,0.00,50.00,50.00,0.00,78.00,52.94,570.00,53.23,53.23,364.80,-727372.44,4.33,-559566.07,-3.31,453312.95,24.31,516925.20,3.06,52.98,53.23,205.20,-111555.50,4.33,-85819.41,-0.90,69523.61,24.31,79279.67,0.83,53.16,28.00,50.00,0.00,50.00,50.00,0.00,50.00,53.23,205.20,53.23
334,7996,53.04,570.00,52.19,50.00,0.00,50.00,50.00,0.00,78.00,52.46,570.00,52.75,52.75,364.80,-1385339.54,4.31,-1063806.01,-6.30,469285.42,24.46,534745.24,3.17,49.62,52.75,205.20,-212466.46,4.31,-163153.58,-1.72,71973.27,24.46,82012.69,0.86,51.90,28.00,50.00,0.00,50.00,50.00,0.00,50.00,52.75,205.20,52.75
334,7997,50.44,624.11,51.01,50.00,0.00,50.00,50.00,0.00,78.00,52.19,624.11,52.48,52.48,399.43,-1651542.90,4.29,-1266886.39,-6.85,464564.47,24.54,529143.65,2.86,48.49,52.48,224.68,-253293.48,4.29,-194299.56,-1.87,71249.22,24.54,81153.59,0.78,51.39,28.00,50.00,0.00,50.00,50.00,0.00,50.00,52.48,224.68,52.48
334,7998,49.53,684.68,50.56,50.00,0.00,50.00,50.00,0.00,78.00,51.01,684.68,51.31,51.31,438.19,-1831903.29,4.23,-1398752.69,-6.89,464779.70,24.91,528452.37,2.60,47.02,51.31,246.48,-280954.96,4.23,-214523.61,-1.88,71282.24,24.91,81047.57,0.71,50.14,27.00,50.00,0.00,50.00,50.00,0.00,50.00,51.31,246.48,51.31
334,7999,48.14,695.52,49.85,50.00,0.00,50.00,50.00,0.00,78.00,50.56,695.52,50.86,50.86,445.14,-1811026.82,4.20,-1380330.14,-6.70,517991.32,25.04,588565.97,2.86,47.02,50.86,250.39,-277753.18,4.20,-211698.18,-1.83,79443.18,25.04,90267.06,0.78,49.81,27.00,50.00,0.00,50.00,50.00,0.00,50.00,50.86,250.39,50.86
334,8000,48.03,1709.93,49.01,50.00,0.00,50.00,50.00,0.00,78.00,49.85,1709.93,50.18,50.18,1094.36,-4089297.06,4.17,-3108042.75,-6.13,1263859.21,25.25,1434621.97,2.83,46.87,50.18,615.58,-627166.44,4.17,-476673.64,-1.67,193835.29,25.25,220024.80,0.77,49.28,27.00,50.00,0.00,50.00,50.00,0.00,50.00,50.18,615.58,50.18
334,8001,47.74,1699.72,48.79,50.00,0.00,50.00,50.00,0.00,78.00,49.01,1699.72,49.33,49.33,1087.82,-4057967.07,4.12,-3073310.50,-6.10,1264745.53,25.51,1433890.13,2.85,46.08,49.33,611.90,-622361.43,4.12,-471346.83,-1.66,193971.22,25.51,219912.56,0.78,48.45,27.00,50.00,0.00,50.00,50.00,0.00,50.00,49.33,611.90,49.33
334,8002,46.93,1073.58,48.78,50.00,0.00,50.00,50.00,0.00,78.00,48.79,1073.58,49.11,49.11,687.09,-2224926.89,4.11,-1683415.33,-5.29,1231135.81,25.58,1395335.07,4.39,48.20,49.11,386.49,-341232.11,4.11,-258181.69,-1.44,188816.58,25.58,213999.45,1.20,48.86,28.00,50.00,0.00,50.00,50.00,0.00,50.00,49.11,386.49,49.11
334,8003,48.44,1115.12,49.72,50.00,0.00,50.00,50.00,0.00,78.00,48.78,1115.12,49.10,49.10,713.67,-2006956.30,4.11,-1518423.61,-4.60,1572941.23,25.59,1782700.08,5.40,49.90,49.10,401.44,-307802.45,4.11,-232877.27,-1.25,241238.52,25.59,273408.77,1.47,49.31,28.00,50.00,0.00,50.00,50.00,0.00,50.00,49.10,401.44,49.10
334,8004,49.69,1143.10,50.52,50.00,0.00,50.00,50.00,0.00,78.00,49.72,1143.10,50.04,50.04,731.58,-1977604.87,4.16,-1502181.19,-4.43,1685713.27,25.30,1913081.93,5.65,51.25,50.04,411.52,-303300.88,4.16,-230386.21,-1.21,258534.11,25.30,293405.14,1.54,50.37,29.00,50.00,0.00,50.00,50.00,0.00,50.00,50.04,411.52,50.04
334,8005,50.93,1110.61,51.35,50.00,0.00,50.00,50.00,0.00,78.00,50.52,1110.61,50.84,50.84,710.79,-1943185.66,4.20,-1480930.86,-4.50,1623288.14,25.05,1844398.11,5.60,51.94,50.84,399.82,-298022.09,4.20,-227127.09,-1.23,248960.11,25.05,282871.26,1.53,51.14,30.00,50.00,0.00,50.00,50.00,0.00,50.00,50.84,399.82,50.84
334,8006,51.65,1111.67,51.82,50.00,0.00,50.00,50.00,0.00,78.00,51.35,1111.67,51.67,51.67,711.47,-1889974.75,4.25,-1445172.14,-4.39,1679659.58,24.79,1910795.00,5.80,53.08,51.67,400.20,-289861.25,4.25,-221642.86,-1.20,257605.67,24.79,293054.40,1.58,52.05,30.00,50.00,0.00,50.00,50.00,0.00,50.00,51.67,400.20,51.67
334,8007,52.71,1098.16,52.51,50.00,0.00,50.00,50.00,0.00,78.00,51.82,1098.16,52.14,52.14,702.83,-1872418.99,4.27,-1434414.83,-4.41,1656944.36,24.65,1886297.38,5.80,53.53,52.14,395.34,-287168.76,4.27,-219993.03,-1.20,254121.89,24.65,289297.26,1.58,52.52,31.00,50.00,0.00,50.00,50.00,0.00,50.00,52.14,395.34,52.14
334,8008,53.16,1062.81,52.79,50.00,0.00,50.00,50.00,0.00,78.00,52.51,1062.81,52.82,52.82,680.20,-1906044.00,4.31,-1464047.15,-4.65,1517928.75,24.44,1729847.27,5.49,53.67,52.82,382.61,-292325.75,4.31,-224537.67,-1.27,232801.37,24.44,265302.85,1.50,53.05,31.00,50.00,0.00,50.00,50.00,0.00,50.00,52.82,382.61,52.82
334,8009,53.44,953.19,52.91,50.00,0.00,50.00,50.00,0.00,78.00,52.79,953.19,53.10,53.10,610.04,-1765603.11,4.33,-1357602.35,-4.81,1331563.33,24.35,1518110.52,5.37,53.67,53.10,343.15,-270786.64,4.33,-208212.47,-1.31,204218.92,24.35,232829.25,1.47,53.25,31.00,50.00,0.00,50.00,50.00,0.00,50.00,53.10,343.15,53.10
334,8010,53.52,839.39,52.79,50.00,0.00,50.00,50.00,0.00,78.00,52.91,839.39,53.21,53.21,537.21,-1667907.15,4.33,-1283041.07,-5.16,1090007.36,24.32,1242934.93,5.00,53.05,53.21,302.18,-255803.23,4.33,-196777.17,-1.41,167172.02,24.32,190626.18,1.36,53.17,30.00,50.00,0.00,50.00,50.00,0.00,50.00,53.21,302.18,53.21
334,8011,53.09,942.59,52.68,50.00,0.00,50.00,50.00,0.00,78.00,52.79,942.59,53.10,53.10,603.26,-1724730.20,4.33,-1326176.07,-4.75,1340828.80,24.35,1528674.81,5.47,53.82,53.10,339.33,-264518.05,4.33,-203392.69,-1.29,205639.95,24.35,234449.47,1.49,53.30,30.00,50.00,0.00,50.00,50.00,0.00,50.00,53.10,339.33,53.10
334,8012,53.63,885.34,52.92,50.00,0.00,50.00,50.00,0.00,78.00,52.68,885.34,52.98,52.98,566.62,-1618944.88,4.32,-1244301.23,-4.74,1275938.83,24.39,1454439.86,5.54,53.79,52.98,318.72,-248294.00,4.32,-190835.73,-1.29,195687.92,24.39,223064.22,1.51,53.20,26.00,50.00,0.00,50.00,50.00,0.00,50.00,52.98,318.72,52.98
334,8013,53.58,863.13,52.86,50.00,0.00,50.00,50.00,0.00,78.00,52.92,863.13,53.23,53.23,552.40,-1730658.70,4.33,-1331394.29,-5.21,1098013.26,24.31,1252095.50,4.90,52.92,53.23,310.73,-265427.30,4.33,-204193.00,-1.42,168399.86,24.31,192031.12,1.33,53.14,25.00,50.00,0.00,50.00,50.00,0.00,50.00,53.23,310.73,53.23
334,8014,53.00,817.11,52.47,50.00,0.00,50.00,50.00,0.00,78.00,52.86,817.11,53.16,53.16,522.95,-1741713.50,4.33,-1339555.92,-5.53,949768.59,24.34,1082934.31,4.47,52.10,53.16,294.16,-267122.75,4.33,-205444.73,-1.51,145663.91,24.34,166087.24,1.22,52.87,25.00,50.00,0.00,50.00,50.00,0.00,50.00,53.16,294.16,53.16
334,8015,52.38,570.00,51.88,50.00,0.00,50.00,50.00,0.00,78.00,52.47,570.00,52.76,52.76,364.80,-77405.82,4.31,-59440.91,-0.35,596740.05,24.46,679981.80,4.03,56.43,52.76,205.20,-11871.56,4.31,-9116.32,-0.10,91520.70,24.46,104287.30,1.10,53.76,27.00,50.00,0.00,50.00,50.00,0.00,50.00,52.76,205.20,52.76
334,8016,55.47,570.00,53.26,50.00,0.00,50.00,50.00,0.00,78.00,51.88,570.00,52.17,52.17,364.80,-206697.24,4.28,-158366.35,-0.94,435021.98,24.64,495262.41,2.93,54.17,52.17,205.20,-31700.70,4.28,-24288.30,-0.26,66718.36,24.64,75957.30,0.80,52.72,31.00,50.00,0.00,50.00,50.00,0.00,50.00,52.17,205.20,52.17
335,8017,53.64,570.00,52.46,50.00,0.00,50.00,50.00,0.00,78.00,53.26,570.00,53.55,53.55,364.80,-303293.06,4.35,-233602.65,-1.38,363031.78,24.22,414180.74,2.45,54.61,53.55,205.20,-46515.38,4.35,-35827.12,-0.38,55677.38,24.22,63521.98,0.67,53.84,37.00,50.00,0.00,50.00,50.00,0.00,50.00,53.55,205.20,53.55
335,8018,54.33,570.00,52.78,50.00,0.00,50.00,50.00,0.00,78.00,52.46,570.00,52.75,52.75,364.80,-1484210.53,4.31,-1139715.09,-6.75,354349.57,24.46,403775.16,2.39,48.39,52.75,205.20,-227630.09,4.31,-174795.58,-1.84,54345.81,24.46,61926.10,0.65,51.56,44.00,50.00,0.00,50.00,50.00,0.00,50.00,52.75,205.20,52.75
335,8019,49.53,834.17,50.53,50.00,0.00,50.00,50.00,0.00,78.00,52.78,834.17,53.08,53.08,533.87,-2387999.98,4.33,-1836063.89,-7.43,354349.57,24.36,403982.79,1.63,47.29,53.08,300.30,-366242.27,4.33,-281593.06,-2.03,54345.81,24.36,61957.95,0.45,51.50,49.00,50.00,0.00,50.00,50.00,0.00,50.00,53.08,300.30,53.08
335,8020,48.80,1016.19,50.02,50.00,0.00,50.00,50.00,0.00,78.00,50.53,1016.19,50.84,50.84,650.36,-2930632.39,4.20,-2233523.68,-7.42,354349.57,25.05,402618.87,1.34,44.76,50.84,365.83,-449464.61,4.20,-342550.59,-2.02,54345.81,25.05,61748.77,0.36,49.19,51.00,50.00,0.00,50.00,50.00,0.00,50.00,50.84,365.83,50.84
335,8021,46.36,1053.47,48.44,50.00,0.00,50.00,50.00,0.00,78.00,50.02,1053.47,50.34,50.34,674.22,-3041765.63,4.18,-2313397.05,-7.41,354349.57,25.20,402319.47,1.29,44.21,50.34,379.25,-466508.87,4.18,-354800.59,-2.02,54345.81,25.20,61702.85,0.35,48.67,48.00,50.00,0.00,50.00,50.00,0.00,50.00,50.34,379.25,50.34
335,8022,45.82,1059.96,48.08,50.00,0.00,50.00,50.00,0.00,78.00,48.44,1059.96,48.75,48.75,678.37,-3061113.76,4.09,-2312516.50,-7.36,354349.57,25.69,401407.53,1.28,42.66,48.75,381.58,-469476.25,4.09,-354665.54,-2.01,54345.81,25.69,61562.99,0.35,47.09,39.00,50.00,0.00,50.00,50.00,0.00,50.00,48.75,381.58,48.75
